id,parent,name,level,hid,iso639_3,latitude,longitude,macroareas,countries,timespan,branch,parent_name,id.1,family,family_id,macroarea,nr_macroarea,Genus.wals,Area.autotyp,Family.wals
kiku1240,kiku1241,Kikuyu,language,kik,kik,-0.29005,36.719,['Africa'],['Kenya'],,Kikuyu-Embu,Kikuyu-Embu,kiku1240,Atlantic-Congo,atla1278,Africa,1,Bantu,S Africa,Niger-Congo
gusi1247,nort3227,Gusii,language,guz,guz,-0.78872,34.76751,['Africa'],"['Kenya', 'Tanzania, United Republic of']",,North Mara,North Mara,gusi1247,Atlantic-Congo,atla1278,Africa,1,Bantu,S Africa,Niger-Congo
suba1238,nort3227,Suba,language,sxb,sxb,-0.95719,34.1033,['Africa'],"['Kenya', 'Uganda']",,North Mara,North Mara,suba1238,Atlantic-Congo,atla1278,Africa,1,,,
masa1299,nort3404,Masaaba,language,myx,myx,1.05906,34.2829,['Africa'],"['Kenya', 'Uganda']",,Saamia-Wanga-Bukusu,Northern Luyia,masa1299,Atlantic-Congo,atla1278,Africa,1,,,
saam1283,west2858,Saamia,language,lsm,lsm,0.3652,34.0335,['Africa'],"['Kenya', 'Uganda']",,Western Luyia,Western Luyia,saam1283,Atlantic-Congo,atla1278,Africa,1,,,
gand1255,nort3220,Ganda,language,lug,lug,0.66884,32.15153,['Africa'],['Uganda'],,North Nyanza,North Nyanza,gand1255,Atlantic-Congo,atla1278,Africa,1,Bantu,S Africa,Niger-Congo
nyan1307,nkor1241,Nyankole,language,nyn,nyn,-0.46364,30.548,['Africa'],"['Rwanda', 'Tanzania, United Republic of', 'Uganda']",,Nkore-Kiga,Nkore-Kiga,nyan1307,Atlantic-Congo,atla1278,Africa,1,Bantu,S Africa,Niger-Congo
nyor1246,nyor1247,Nyoro,language,nyo,nyo,0.95294,31.3493,['Africa'],['Uganda'],,Nyoro-Tooro,Nyoro-Tooro,nyor1246,Atlantic-Congo,atla1278,Africa,1,Bantu,S Africa,Niger-Congo
haya1250,sout3202,Haya,language,hay,hay,-1.70878,31.4846,['Africa'],"['Tanzania, United Republic of', 'Uganda']",,South Rutara,South Rutara,haya1250,Atlantic-Congo,atla1278,Africa,1,Bantu,S Africa,Niger-Congo
kiny1244,rwan1241,Kinyarwanda,language,kin,kin,-1.56771,29.6441,['Africa'],"['Burundi', 'Congo, The Democratic Republic of the', 'Rwanda', 'Tanzania, United Republic of', 'Uganda']",,West Highlands Kivu,West Highlands Kivu,kiny1244,Atlantic-Congo,atla1278,Africa,1,Bantu,S Africa,Niger-Congo
rund1242,rwan1241,Rundi,language,run,run,-2.94,29.97,['Africa'],"['Burundi', 'Congo, The Democratic Republic of the', 'Rwanda', 'Tanzania, United Republic of', 'Uganda']",,West Highlands Kivu,West Highlands Kivu,rund1242,Atlantic-Congo,atla1278,Africa,1,Bantu,S Africa,Niger-Congo
nand1264,konz1238,Nande,language,nnb,nnb,-0.24904,29.0243,['Africa'],"['Congo, The Democratic Republic of the', 'Uganda']",,Rwenzori,Rwenzori,nand1264,Atlantic-Congo,atla1278,Africa,1,Bantu,S Africa,Niger-Congo
