id,parent,name,level,hid,iso639_3,latitude,longitude,macroareas,countries,timespan,branch,parent_name,id.1,family,family_id,macroarea,nr_macroarea,Genus.wals,Area.autotyp,Family.wals
poli1260,lech1241,Polish,language,pol,pol,51.8439,18.6255,['Eurasia'],"['Belarus', 'Czechia', 'Germany', 'Lithuania', 'Poland', 'Russian Federation', 'Slovakia', 'Ukraine']",,Lechitic,Lechitic,poli1260,Indo-European,indo1319,Eurasia,1,Slavic,Europe,Indo-European
wels1247,oldm1247,Welsh,language,cym,cym,52.0,-4.0,['Eurasia'],['United Kingdom'],,Old-Modern Welsh,Old-Modern Welsh,wels1247,Indo-European,indo1319,Eurasia,1,Celtic,Europe,Indo-European
bret1244,sout3176,Breton,language,bre,bre,48.2452,-3.78934,['Eurasia'],['France'],,Southwestern Brythonic,Southwestern Brythonic,bret1244,Indo-European,indo1319,Eurasia,1,Celtic,Europe,Indo-European
iris1253,mode1265,Irish,language,gle,gle,53.2186,-7.61509,['Eurasia'],"['United Kingdom', 'Ireland']",,Modern Goidelic,Modern Goidelic,iris1253,Indo-European,indo1319,Eurasia,1,Celtic,Europe,Indo-European
swed1254,east2781,Swedish,language,swe,swe,59.800634,17.389526,['Eurasia'],"['Åland Islands', 'Denmark', 'Finland', 'Norway', 'Sweden']",,East Swedic,East Swedic,swed1254,Indo-European,indo1319,Eurasia,1,Germanic,Europe,Indo-European
dani1285,sout3248,Danish,language,dan,dan,54.8655,9.36284,['Eurasia'],"['Germany', 'Denmark', 'Faroe Islands', 'Greenland']",,South Scandinavian,South Scandinavian,dani1285,Indo-European,indo1319,Eurasia,1,Germanic,Europe,Indo-European
icel1247,icel1246,Icelandic,language,isl,isl,63.4837,-19.0212,['Eurasia'],['Iceland'],,Icelandic-Faroese,Icelandic-Faroese,icel1247,Indo-European,indo1319,Eurasia,1,Germanic,Europe,Indo-European
norw1259,norw1258,Norwegian Bokmål,dialect,nob,nob,61.112,8.886,['Eurasia'],['Norway'],,West Scandinavian,Norwegian,norw1259,Indo-European,indo1319,Eurasia,1,,,
norw1262,norw1258,Norwegian Nynorsk,dialect,nno,nno,,,['Eurasia'],[],,West Scandinavian,Norwegian,norw1262,Indo-European,indo1319,Eurasia,1,,,
stan1295,glob1243,German,language,deu,deu,48.649,12.4676,['Eurasia'],"['Austria', 'Belgium', 'Switzerland', 'Czechia', 'Germany', 'Denmark', 'France', 'Hungary', 'Italy', 'Liechtenstein', 'Luxembourg', 'Netherlands', 'Poland', 'Romania', 'Slovenia', 'Slovakia']",,Global German,Global German,stan1295,Indo-European,indo1319,Eurasia,1,Germanic,Europe,Indo-European
dutc1256,glob1241,Dutch,language,nld,nld,52.0,5.0,['Eurasia'],"['Aruba', 'Belgium', 'Bonaire, Sint Eustatius and Saba', 'Brazil', 'Curaçao', 'Germany', 'French Guiana', 'Guyana', 'Netherlands', 'Suriname', 'Sint Maarten (Dutch part)']",,Global Dutch,Global Dutch,dutc1256,Indo-European,indo1319,Eurasia,1,Germanic,Europe,Indo-European
mode1248,nucl1783,Modern Greek,language,ell,ell,38.36,23.13,['Eurasia'],"['Albania', 'Bulgaria', 'Cyprus', 'Egypt', 'Greece', 'Italy', 'North Macedonia', 'Romania', 'Turkey', 'Ukraine']",,Nuclear Modern Greek,Nuclear Modern Greek,mode1248,Indo-European,indo1319,Eurasia,1,Greek,Europe,Indo-European
vlax1238,roma1329,Vlax Romani,language,rmy,rmy,46.09,18.16,['Eurasia'],['Romania'],,Romani,Romani,vlax1238,Indo-European,indo1319,Eurasia,1,Indic,Europe,Indo-European
roma1327,east2865,Romanian,language,ron,ron,46.3913,24.2256,['Eurasia'],"['Bulgaria', 'Hungary', 'Moldova, Republic of', 'Romania', 'Serbia', 'Ukraine']",,Eastern Romance,Eastern Romanian,roma1327,Indo-European,indo1319,Eurasia,1,Romance,Europe,Indo-European
ital1282,ital1287,Italian,language,ita,ita,43.0464,12.6489,['Eurasia'],"['Austria', 'Switzerland', 'France', 'Croatia', 'Italy', 'Slovenia', 'San Marino', 'Holy See (Vatican City State)']",,Italian Romance,Italian Romance,ital1282,Indo-European,indo1319,Eurasia,1,Romance,Europe,Indo-European
stan1290,glob1239,French,language,fra,fra,48.0,2.0,['Eurasia'],"['Andorra', 'Belgium', 'Canada', 'Switzerland', 'France', 'French Guiana', 'Italy', 'Luxembourg', 'Monaco', 'Saint Pierre and Miquelon', 'French Southern Territories', 'United States']",,Global French,Global French,stan1290,Indo-European,indo1319,Eurasia,1,Romance,Europe,Indo-European
stan1289,sout3183,Catalan,language,cat,cat,41.453,1.569,['Eurasia'],"['Andorra', 'Spain', 'France', 'Italy']",,Southwestern Shifted Romance,Southwestern Shifted Romance,stan1289,Indo-European,indo1319,Eurasia,1,Romance,Europe,Indo-European
stan1288,cast1243,Spanish,language,spa,spa,40.4414,-1.11788,['Eurasia'],"['Andorra', 'Argentina', 'Bolivia, Plurinational State of', 'Brazil', 'Belize', 'Chile', 'Colombia', 'Costa Rica', 'Cuba', 'Dominican Republic', 'Ecuador', 'Spain', 'France', 'Gibraltar', 'Guatemala', 'Guyana', 'Honduras', 'Haiti', 'Morocco', 'Mexico', 'Nicaragua', 'Panama', 'Peru', 'Puerto Rico', 'Portugal', 'Paraguay', 'El Salvador', 'United States', 'Uruguay', 'Venezuela, Bolivarian Republic of']",,Castilic,Castilic,stan1288,Indo-European,indo1319,Eurasia,1,Romance,Europe,Indo-European
port1283,braz1247,Portuguese,language,por,por,39.91,-8.1,['Eurasia'],"['Andorra', 'Argentina', 'Bolivia, Plurinational State of', 'Brazil', 'Colombia', 'Spain', 'France', 'French Guiana', 'Guyana', 'Peru', 'Portugal', 'Paraguay', 'Suriname', 'Uruguay', 'Venezuela, Bolivarian Republic of']",,Brazil-Portugal Portuguese,Brazil-Portugal Portuguese,port1283,Indo-European,indo1319,Eurasia,1,Romance,Europe,Indo-European
nucl1301,west2406,Turkish,language,tur,tur,39.8667,32.8667,['Eurasia'],"['Albania', 'Armenia', 'Azerbaijan', 'Bulgaria', 'Cyprus', 'Georgia', 'Greece', 'Iraq', 'Iran, Islamic Republic of', 'North Macedonia', 'Syrian Arab Republic', 'Turkey']",,West Oghuz,West Oghuz,nucl1301,Turkic,turk1311,Eurasia,1,Turkic,Greater Mesopotamia,Altaic
finn1318,nucl1717,Finnish,language,fin,fin,64.7628,25.5577,['Eurasia'],"['Estonia', 'Finland', 'Norway', 'Russian Federation', 'Sweden']",,Nuclear Finnish,Nuclear Finnish,finn1318,Uralic,ural1272,Eurasia,1,Finnic,Inner Asia,Uralic
hung1274,ural1272,Hungarian,language,hun,hun,46.9068585714,19.6555271429,['Eurasia'],"['Austria', 'Croatia', 'Hungary', 'Romania', 'Serbia', 'Slovenia', 'Slovakia', 'Ukraine']",,,Uralic,hung1274,Uralic,ural1272,Eurasia,1,Ugric,Europe,Uralic
nort2671,cent2240,North Saami,language,sme,sme,68.725,22.1113,['Eurasia'],"['Finland', 'Norway', 'Sweden']",,Central Western Saami,Central Western Saami,nort2671,Uralic,ural1272,Eurasia,1,Saami,Inner Asia,Uralic
